user_id,item_id,category_id,behavior_type,event_time
76,25,3,cart,2026-01-01 10:56:00
9,48,8,view,2026-01-01 10:57:00
74,1,3,fav,2026-01-01 10:58:00
58,46,8,cart,2026-01-01 10:59:00
17,15,1,cart,2026-01-01 11:00:00
7,9,5,view,2026-01-01 11:01:00
46,15,4,view,2026-01-01 11:02:00
13,49,5,view,2026-01-01 11:03:00
40,24,8,view,2026-01-01 11:04:00
42,4,10,view,2026-01-01 11:05:00
9,12,4,view,2026-01-01 11:06:00
50,37,4,view,2026-01-01 11:07:00
27,37,3,view,2026-01-01 11:08:00
66,43,7,view,2026-01-01 11:09:00
5,6,3,view,2026-01-01 11:10:00
29,39,3,buy,2026-01-01 11:11:00
37,46,10,fav,2026-01-01 11:12:00
38,24,5,cart,2026-01-01 11:13:00
83,11,5,buy,2026-01-01 11:14:00
8,13,6,view,2026-01-01 11:15:00
65,34,8,buy,2026-01-01 11:16:00
86,25,10,view,2026-01-01 11:17:00
17,7,6,view,2026-01-01 11:18:00
71,4,1,view,2026-01-01 11:19:00
89,8,8,view,2026-01-01 11:20:00
45,20,8,view,2026-01-01 11:21:00
4,29,9,view,2026-01-01 11:22:00
36,45,9,cart,2026-01-01 11:23:00
70,46,2,view,2026-01-01 11:24:00
31,10,2,view,2026-01-01 11:25:00
19,43,3,cart,2026-01-01 11:26:00
61,34,1,view,2026-01-01 11:27:00
54,26,4,view,2026-01-01 11:28:00
39,41,4,view,2026-01-01 11:29:00
91,49,9,view,2026-01-01 11:30:00
74,3,9,view,2026-01-01 11:31:00
90,6,9,fav,2026-01-01 11:32:00
19,5,10,view,2026-01-01 11:33:00
39,5,7,view,2026-01-01 11:34:00
67,47,2,fav,2026-01-01 11:35:00
45,23,10,view,2026-01-01 11:36:00
13,49,5,view,2026-01-01 11:37:00
92,9,4,view,2026-01-01 11:38:00
58,35,8,view,2026-01-01 11:39:00
20,20,2,view,2026-01-01 11:40:00
92,49,6,view,2026-01-01 11:41:00
72,42,5,view,2026-01-01 11:42:00
61,35,2,buy,2026-01-01 11:43:00
39,50,10,view,2026-01-01 11:44:00
1,18,1,view,2026-01-01 11:45:00
3,17,8,view,2026-01-01 11:46:00
77,24,2,view,2026-01-01 11:47:00
92,3,7,view,2026-01-01 11:48:00
62,32,9,view,2026-01-01 11:49:00
63,35,9,cart,2026-01-01 11:50:00
25,38,8,view,2026-01-01 11:51:00
56,13,10,view,2026-01-01 11:52:00
33,47,9,view,2026-01-01 11:53:00
38,25,2,view,2026-01-01 11:54:00
6,9,6,view,2026-01-01 11:55:00
58,4,4,view,2026-01-01 11:56:00
44,14,4,view,2026-01-01 11:57:00
45,37,5,view,2026-01-01 11:58:00
32,34,3,cart,2026-01-01 11:59:00
45,11,1,buy,2026-01-01 12:00:00
61,41,8,cart,2026-01-01 12:01:00
47,3,5,fav,2026-01-01 12:02:00
21,28,3,view,2026-01-01 12:03:00
80,29,10,buy,2026-01-01 12:04:00
85,9,7,view,2026-01-01 12:05:00
75,3,7,buy,2026-01-01 12:06:00
36,25,1,buy,2026-01-01 12:07:00
99,34,9,view,2026-01-01 12:08:00
19,12,2,buy,2026-01-01 12:09:00
20,42,5,view,2026-01-01 12:10:00
57,9,5,view,2026-01-01 12:11:00
18,15,8,view,2026-01-01 12:12:00
47,40,8,view,2026-01-01 12:13:00
49,25,7,view,2026-01-01 12:14:00
14,5,7,view,2026-01-01 12:15:00
15,11,6,buy,2026-01-01 12:16:00
31,34,6,view,2026-01-01 12:17:00
1,24,9,cart,2026-01-01 12:18:00
54,15,6,fav,2026-01-01 12:19:00
3,38,2,fav,2026-01-01 12:20:00
16,8,2,buy,2026-01-01 12:21:00
87,5,5,view,2026-01-01 12:22:00
57,48,4,buy,2026-01-01 12:23:00
75,26,2,cart,2026-01-01 12:24:00
12,18,3,view,2026-01-01 12:25:00
74,6,7,view,2026-01-01 12:26:00
96,37,8,view,2026-01-01 12:27:00
16,48,6,view,2026-01-01 12:28:00
72,13,5,view,2026-01-01 12:29:00
76,28,1,view,2026-01-01 12:30:00
24,5,8,view,2026-01-01 12:31:00
28,13,3,view,2026-01-01 12:32:00
8,17,6,cart,2026-01-01 12:33:00
92,50,3,view,2026-01-01 12:34:00
36,40,7,view,2026-01-01 12:35:00
90,45,7,view,2026-01-01 12:36:00
8,32,9,view,2026-01-01 12:37:00
58,29,5,fav,2026-01-01 12:38:00
60,3,8,view,2026-01-01 12:39:00
50,40,10,view,2026-01-01 12:40:00
28,34,10,view,2026-01-01 12:41:00
92,40,8,view,2026-01-01 12:42:00
41,27,1,cart,2026-01-01 12:43:00
100,13,5,view,2026-01-01 12:44:00
64,45,3,view,2026-01-01 12:45:00
27,33,1,view,2026-01-01 12:46:00
63,6,4,view,2026-01-01 12:47:00
17,24,8,view,2026-01-01 12:48:00
73,19,3,view,2026-01-01 12:49:00
33,16,10,view,2026-01-01 12:50:00
84,40,2,view,2026-01-01 12:51:00
77,28,9,view,2026-01-01 12:52:00
92,33,10,fav,2026-01-01 12:53:00
29,48,5,buy,2026-01-01 12:54:00
13,41,7,view,2026-01-01 12:55:00
46,13,2,cart,2026-01-01 12:56:00
35,43,9,view,2026-01-01 12:57:00
6,45,9,view,2026-01-01 12:58:00
82,25,4,cart,2026-01-01 12:59:00
69,42,4,fav,2026-01-01 13:00:00
47,36,6,buy,2026-01-01 13:01:00
25,27,10,view,2026-01-01 13:02:00
66,38,10,view,2026-01-01 13:03:00
10,7,10,cart,2026-01-01 13:04:00
56,5,6,view,2026-01-01 13:05:00
30,43,1,view,2026-01-01 13:06:00
5,45,9,view,2026-01-01 13:07:00
33,31,2,view,2026-01-01 13:08:00
65,23,5,view,2026-01-01 13:09:00
18,42,9,view,2026-01-01 13:10:00
96,10,4,fav,2026-01-01 13:11:00
49,32,3,view,2026-01-01 13:12:00
11,43,7,view,2026-01-01 13:13:00
85,30,6,view,2026-01-01 13:14:00
26,39,8,view,2026-01-01 13:15:00
63,31,3,view,2026-01-01 13:16:00
89,18,5,view,2026-01-01 13:17:00
86,36,10,fav,2026-01-01 13:18:00
59,2,4,view,2026-01-01 13:19:00
27,14,4,buy,2026-01-01 13:20:00
49,13,4,view,2026-01-01 13:21:00
77,29,10,view,2026-01-01 13:22:00
33,12,8,view,2026-01-01 13:23:00
98,39,6,view,2026-01-01 13:24:00
99,2,3,cart,2026-01-01 13:25:00
1,32,10,view,2026-01-01 13:26:00
21,13,5,view,2026-01-01 13:27:00
55,46,6,fav,2026-01-01 13:28:00
6,27,5,fav,2026-01-01 13:29:00
92,49,6,fav,2026-01-01 13:30:00
81,41,8,view,2026-01-01 13:31:00
69,17,7,cart,2026-01-01 13:32:00
95,40,5,view,2026-01-01 13:33:00
5,31,10,view,2026-01-01 13:34:00
3,34,6,view,2026-01-01 13:35:00
53,24,4,view,2026-01-01 13:36:00
23,45,9,view,2026-01-01 13:37:00
53,35,4,view,2026-01-01 13:38:00
37,48,1,fav,2026-01-01 13:39:00
74,6,7,view,2026-01-01 13:40:00
74,19,7,view,2026-01-01 13:41:00
83,30,4,view,2026-01-01 13:42:00
17,7,3,fav,2026-01-01 13:43:00
85,10,8,view,2026-01-01 13:44:00
78,41,5,view,2026-01-01 13:45:00
73,32,10,cart,2026-01-01 13:46:00
1,34,7,cart,2026-01-01 13:47:00
51,28,4,view,2026-01-01 13:48:00
45,15,4,view,2026-01-01 13:49:00
77,30,8,cart,2026-01-01 13:50:00
4,37,8,view,2026-01-01 13:51:00
62,29,2,view,2026-01-01 13:52:00
65,22,2,fav,2026-01-01 13:53:00
32,4,3,view,2026-01-01 13:54:00
34,20,3,view,2026-01-01 13:55:00
92,32,1,view,2026-01-01 13:56:00
95,36,3,view,2026-01-01 13:57:00
72,50,6,view,2026-01-01 13:58:00
39,4,8,cart,2026-01-01 13:59:00
26,27,10,view,2026-01-01 14:00:00
34,17,6,view,2026-01-01 14:01:00
54,12,5,view,2026-01-01 14:02:00
3,22,4,view,2026-01-01 14:03:00
50,17,3,buy,2026-01-01 14:04:00
12,10,4,view,2026-01-01 14:05:00
65,1,7,view,2026-01-01 14:06:00
54,22,1,view,2026-01-01 14:07:00
5,26,7,view,2026-01-01 14:08:00
94,18,1,view,2026-01-01 14:09:00
94,50,2,view,2026-01-01 14:10:00
57,14,4,buy,2026-01-01 14:11:00
17,47,1,view,2026-01-01 14:12:00
47,29,9,view,2026-01-01 14:13:00
23,12,6,view,2026-01-01 14:14:00
79,36,1,cart,2026-01-01 14:15:00
85,35,1,view,2026-01-01 14:16:00
14,12,6,view,2026-01-01 14:17:00
66,7,4,view,2026-01-01 14:18:00
75,29,4,view,2026-01-01 14:19:00
51,11,6,cart,2026-01-01 14:20:00
38,33,7,view,2026-01-01 14:21:00
64,6,9,view,2026-01-01 14:22:00
98,47,10,fav,2026-01-01 14:23:00
38,15,5,cart,2026-01-01 14:24:00
50,32,9,buy,2026-01-01 14:25:00
98,11,4,cart,2026-01-01 14:26:00
82,23,10,view,2026-01-01 14:27:00
30,26,2,view,2026-01-01 14:28:00
79,34,3,view,2026-01-01 14:29:00
91,46,1,view,2026-01-01 14:30:00
51,34,6,view,2026-01-01 14:31:00
63,29,6,view,2026-01-01 14:32:00
98,4,1,view,2026-01-01 14:33:00
52,17,3,cart,2026-01-01 14:34:00
38,35,5,view,2026-01-01 14:35:00
97,13,3,buy,2026-01-01 14:36:00
88,41,10,view,2026-01-01 14:37:00
79,39,3,view,2026-01-01 14:38:00
30,15,10,view,2026-01-01 14:39:00
51,29,3,view,2026-01-01 14:40:00
81,29,5,view,2026-01-01 14:41:00
5,11,5,cart,2026-01-01 14:42:00
29,32,4,view,2026-01-01 14:43:00
4,2,1,view,2026-01-01 14:44:00
10,47,5,view,2026-01-01 14:45:00
56,14,10,view,2026-01-01 14:46:00
17,20,5,fav,2026-01-01 14:47:00
74,22,4,cart,2026-01-01 14:48:00
17,11,6,view,2026-01-01 14:49:00
84,27,10,view,2026-01-01 14:50:00
88,3,4,view,2026-01-01 14:51:00
69,17,7,fav,2026-01-01 14:52:00
34,44,7,view,2026-01-01 14:53:00
6,28,2,view,2026-01-01 14:54:00
53,29,3,fav,2026-01-01 14:55:00
66,21,1,view,2026-01-01 14:56:00
77,47,8,cart,2026-01-01 14:57:00
43,16,9,view,2026-01-01 14:58:00
75,37,4,view,2026-01-01 14:59:00
23,20,6,view,2026-01-01 15:00:00
55,6,9,buy,2026-01-01 15:01:00
80,19,6,fav,2026-01-01 15:02:00
95,5,9,view,2026-01-01 15:03:00
75,3,4,view,2026-01-01 15:04:00
16,1,8,view,2026-01-01 15:05:00
8,38,9,fav,2026-01-01 15:06:00
4,15,4,view,2026-01-01 15:07:00
4,34,5,view,2026-01-01 15:08:00
56,35,8,view,2026-01-01 15:09:00
25,49,10,cart,2026-01-01 15:10:00
67,25,6,view,2026-01-01 15:11:00
96,24,7,view,2026-01-01 15:12:00
67,12,3,view,2026-01-01 15:13:00
27,18,7,cart,2026-01-01 15:14:00
93,15,8,view,2026-01-01 15:15:00
32,44,10,view,2026-01-01 15:16:00
50,16,6,buy,2026-01-01 15:17:00
61,27,10,view,2026-01-01 15:18:00
51,8,9,view,2026-01-01 15:19:00
19,46,6,view,2026-01-01 15:20:00
21,25,9,cart,2026-01-01 15:21:00
5,17,4,view,2026-01-01 15:22:00
82,29,8,buy,2026-01-01 15:23:00
92,8,4,view,2026-01-01 15:24:00
42,15,2,view,2026-01-01 15:25:00
61,27,10,view,2026-01-01 15:26:00
22,46,9,fav,2026-01-01 15:27:00
21,50,5,view,2026-01-01 15:28:00
70,7,4,cart,2026-01-01 15:29:00
1,3,2,view,2026-01-01 15:30:00
5,29,1,view,2026-01-01 15:31:00
12,44,7,view,2026-01-01 15:32:00
90,24,6,fav,2026-01-01 15:33:00
46,3,2,view,2026-01-01 15:34:00
34,20,8,view,2026-01-01 15:35:00
49,46,4,view,2026-01-01 15:36:00
78,15,8,fav,2026-01-01 15:37:00
90,25,7,view,2026-01-01 15:38:00
45,30,5,cart,2026-01-01 15:39:00
27,14,10,view,2026-01-01 15:40:00
73,7,10,view,2026-01-01 15:41:00
26,17,8,view,2026-01-01 15:42:00
47,44,9,cart,2026-01-01 15:43:00
86,20,5,fav,2026-01-01 15:44:00
56,36,10,view,2026-01-01 15:45:00
94,9,5,view,2026-01-01 15:46:00
63,38,2,view,2026-01-01 15:47:00
48,48,5,view,2026-01-01 15:48:00
61,22,3,view,2026-01-01 15:49:00
81,2,7,view,2026-01-01 15:50:00
26,24,10,view,2026-01-01 15:51:00
36,8,5,view,2026-01-01 15:52:00
1,11,8,view,2026-01-01 15:53:00
8,13,1,view,2026-01-01 15:54:00
99,17,3,view,2026-01-01 15:55:00
52,8,3,view,2026-01-01 15:56:00
79,21,9,cart,2026-01-01 15:57:00
47,18,5,view,2026-01-01 15:58:00
56,30,9,view,2026-01-01 15:59:00
86,18,9,view,2026-01-01 16:00:00
14,46,1,view,2026-01-01 16:01:00
90,47,2,view,2026-01-01 16:02:00
28,31,5,view,2026-01-01 16:03:00
87,38,4,fav,2026-01-01 16:04:00
78,32,10,view,2026-01-01 16:05:00
88,11,9,view,2026-01-01 16:06:00
2,45,7,view,2026-01-01 16:07:00
26,25,6,view,2026-01-01 16:08:00
14,33,7,view,2026-01-01 16:09:00
59,38,1,cart,2026-01-01 16:10:00
56,41,1,view,2026-01-01 16:11:00
7,8,8,view,2026-01-01 16:12:00
3,11,2,view,2026-01-01 16:13:00
23,22,10,view,2026-01-01 16:14:00
18,24,9,buy,2026-01-01 16:15:00
38,41,7,view,2026-01-01 16:16:00
99,17,6,view,2026-01-01 16:17:00
15,12,1,view,2026-01-01 16:18:00
64,46,1,buy,2026-01-01 16:19:00
89,32,2,view,2026-01-01 16:20:00
28,15,6,view,2026-01-01 16:21:00
74,16,6,view,2026-01-01 16:22:00
39,22,2,view,2026-01-01 16:23:00
57,28,1,view,2026-01-01 16:24:00
17,20,10,view,2026-01-01 16:25:00
86,33,5,view,2026-01-01 16:26:00
90,10,5,view,2026-01-01 16:27:00
44,40,2,view,2026-01-01 16:28:00
25,32,6,view,2026-01-01 16:29:00
17,50,9,view,2026-01-01 16:30:00
13,33,2,view,2026-01-01 16:31:00
84,2,10,view,2026-01-01 16:32:00
25,33,2,buy,2026-01-01 16:33:00
68,33,3,view,2026-01-01 16:34:00
10,41,7,view,2026-01-01 16:35:00
67,13,6,view,2026-01-01 16:36:00
18,30,8,buy,2026-01-01 16:37:00
100,33,8,view,2026-01-01 16:38:00
86,13,6,view,2026-01-01 16:39:00
